LOC_NUM_BCI,Datecombined(DDMMYYYY),YearNum,Year,Month,Day,DayofSeason,SEX,AGE_NUM,HatchAdultOrUnknown,BM,CS_BM,WNG_LNGTH,BCI,FOOD_ESOPH,PropTotWater,PropManagedWater,PropPrivateWater,PropRice,PropCorn,PropSoybean,PropWoodyWet,PropHerbWet,Prop_MedDisturb
27,24112019,1,2019,11,23,6,1,2,A,1233,-0.800204974,290,-0.784883649,1,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1439,1.189499703,290,1.319327986,2,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1231,-0.819522495,292,-0.920069357,1,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1270,-0.442830833,294,-0.636534747,2,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1516,1.933224267,298,1.648061153,2,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1399,0.80314928,302,0.222621903,2,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
27,24112019,1,2019,11,23,6,1,2,A,1641,3.140569338,310,2.247746103,1,33.25985789,1.524483365,31.73537453,10.48504472,0.173351772,11.25109021,3.227124986,0.199580538,0.301121513
69,27112019,1,2019,11,27,9,1,2,A,1173,-1.379730608,284,-1.054278779,1,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1360,0.426457618,289,0.569777691,1,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1378,0.600315308,291,0.6388482,1,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1500,1.778684098,297,1.541613647,1,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1238,-0.751911171,300,-1.309223554,2,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1332,0.156012322,300,-0.34785113,2,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1367,0.494068942,302,-0.104858221,1,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
69,27112019,1,2019,11,27,9,1,2,A,1354,0.368505055,303,-0.295488797,2,18.12350438,3.38099617,14.74250821,2.223874685,0.319774495,2.938417574,8.183406839,0.224822542,0.514962351
50,28112019,1,2019,11,28,10,1,2,A,1139,-1.708128467,285,-1.458960912,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1313,-0.027504129,286,0.2618961,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1220,-0.925768861,290,-0.917673703,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1253,-0.607029763,290,-0.580591257,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1260,-0.539418439,292,-0.623845321,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1139,-1.708128467,293,-1.917282411,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1342,0.252599928,294,0.09900974,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,28112019,1,2019,11,28,10,1,2,A,1143,-1.669493425,298,-2.164843396,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
57,30112019,1,2019,11,30,12,1,2,A,1128,-1.814374834,278,-1.171946109,1,26.57744312,2.355018515,24.2224246,9.711932745,0.096543504,3.86524158,4.130871498,0.161319644,0.547843802
57,30112019,1,2019,11,30,12,1,2,A,1478,1.566191365,299,1.202475201,1,26.57744312,2.355018515,24.2224246,9.711932745,0.096543504,3.86524158,4.130871498,0.161319644,0.547843802
57,30112019,1,2019,11,30,12,1,2,A,1457,1.363357393,304,0.701734673,1,26.57744312,2.355018515,24.2224246,9.711932745,0.096543504,3.86524158,4.130871498,0.161319644,0.547843802
28,1122019,1,2019,12,1,13,1,2,A,1181,-1.302460524,282,-0.858086508,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1215,-0.974062664,282,-0.510356782,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1280,-0.346243227,284,0.03950172,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1246,-0.674641087,286,-0.42273873,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1243,-0.703617368,286,-0.453394021,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1110,-1.988232524,286,-1.812445251,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1050,-2.567758158,286,-2.42555107,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1215,-0.974062664,288,-0.854096637,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1180,-1.312119284,290,-1.326258487,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1102,-2.065502608,295,-2.410453331,2,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1231,-0.819522495,296,-1.150011856,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,1122019,1,2019,12,1,13,1,2,A,1210,-1.022356467,298,-1.479951694,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
65,11122019,1,2019,12,11,23,1,2,A,1275,-0.39453703,297,-0.757929885,1,27.50604966,0.175707268,27.3303424,2.459456114,0.140502152,3.38039138,3.379436449,0.174752337,0.421124484
24,13122019,1,2019,12,13,25,1,2,A,1283,-0.317266946,281,0.242624148,1,25.13871254,2.617338007,22.52137453,6.669650531,0.458334954,4.534934552,6.074569485,0.298447707,0.364528918
24,13122019,1,2019,12,13,25,1,2,A,1236,-0.771228692,288,-0.639562977,1,25.13871254,2.617338007,22.52137453,6.669650531,0.458334954,4.534934552,6.074569485,0.298447707,0.364528918
24,13122019,1,2019,12,13,25,1,2,A,1311,-0.04682165,293,-0.160285242,1,25.13871254,2.617338007,22.52137453,6.669650531,0.458334954,4.534934552,6.074569485,0.298447707,0.364528918
24,13122019,1,2019,12,13,25,1,2,A,1454,1.334381111,295,1.185934062,1,25.13871254,2.617338007,22.52137453,6.669650531,0.458334954,4.534934552,6.074569485,0.298447707,0.364528918
26,14122019,1,2019,12,14,26,1,2,A,1261,-0.529759678,279,0.132580178,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1342,0.252599928,286,0.558230579,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1195,-1.167237876,287,-1.001138077,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1264,-0.500783396,290,-0.468230441,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1222,-0.90645134,291,-0.954607854,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1218,-0.945086383,293,-1.110289525,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1340,0.233282407,299,-0.208527174,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1380,0.619632829,300,0.143062449,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
26,14122019,1,2019,12,14,26,1,2,A,1498,1.759366576,306,1.007458784,1,25.32186827,2.643375786,22.67849248,7.3219001,0.415617716,3.262934891,6.405516671,0.295487421,0.436403377
40,14122019,1,2019,12,14,26,1,2,A,1440,1.199158463,298,0.871169073,1,22.01602515,2.056061512,19.95996364,5.151406047,0.117392827,1.48931008,4.189281432,0.2263186,0.675486219
67,14122019,1,2019,12,14,26,1,2,A,1265,-0.491124636,281,0.058477394,1,16.98360348,1.510159403,15.47344408,2.231227652,0.324135346,3.023820218,7.053246234,0.211071538,0.52422518
67,14122019,1,2019,12,14,26,1,2,A,1319,0.030448435,283,0.495706144,1,16.98360348,1.510159403,15.47344408,2.231227652,0.324135346,3.023820218,7.053246234,0.211071538,0.52422518
67,14122019,1,2019,12,14,26,1,2,A,1406,0.870760604,287,1.154648964,1,16.98360348,1.510159403,15.47344408,2.231227652,0.324135346,3.023820218,7.053246234,0.211071538,0.52422518
28,15122019,1,2019,12,15,27,1,2,A,1251,-0.626347284,297,-1.003214528,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
28,15122019,1,2019,12,15,27,1,2,A,1447,1.266769787,301,0.771074834,1,28.40260236,3.33232653,25.07027583,5.895392636,0.229501703,10.85686295,5.571066304,0.167622187,0.85128898
49,17122019,1,2019,12,17,29,1,2,A,1358,0.407140097,297,0.090346174,1,22.54117343,9.200312651,13.34086078,3.649681867,0.155144424,3.398153093,8.184202615,0.258945403,0.428795762
62,15122019,1,2019,12,17,29,1,2,A,1390,0.716220435,287,0.991176961,1,19.02327202,7.047102846,11.97616917,1.384458678,0.045040903,1.528080271,7.362134518,0.266171046,0.670998044
68,17122019,1,2019,12,17,29,1,2,A,1249,-0.645664805,280,-0.047757623,1,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
68,17122019,1,2019,12,17,29,1,2,A,1196,-1.157579115,283,-0.761924079,1,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
68,17122019,1,2019,12,17,29,1,2,A,1356,0.387822576,288,0.586343651,1,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
68,17122019,1,2019,12,17,29,1,2,A,1206,-1.060991509,288,-0.946039634,2,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
68,17122019,1,2019,12,17,29,1,2,A,1494,1.720731534,293,1.709078026,1,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
68,17122019,1,2019,12,17,29,1,2,A,1287,-0.278631903,301,-0.865788995,1,18.35679398,3.765323987,14.59146999,2.251058382,0.31837393,2.930141507,8.401704021,0.224345077,0.503630505
50,18122019,1,2019,12,18,30,1,2,A,1263,-0.510442157,287,-0.306382064,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,18122019,1,2019,12,18,30,1,2,A,1225,-0.877475059,290,-0.866600605,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,18122019,1,2019,12,18,30,1,2,A,1331,0.146353562,292,0.101392837,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
50,18122019,1,2019,12,18,30,1,2,A,1360,0.426457618,296,0.168167176,1,24.75444839,8.731282472,16.02316591,5.505367065,0.108480139,4.447685708,7.989142083,0.253661452,0.402662489
2,19122019,1,2019,12,19,31,1,2,A,1253,-0.607029763,275,0.281197774,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1242,-0.713276129,277,0.053124902,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1176,-1.350754326,279,-0.737599123,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1249,-0.645664805,280,-0.047757623,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1338,0.213964886,281,0.805294786,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1294,-0.211020579,285,0.125166878,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1352,0.349187534,286,0.660414882,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1285,-0.297949424,287,-0.08160806,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1389,0.706561675,287,0.98095996,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1225,-0.877475059,288,-0.751937751,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1294,-0.211020579,289,-0.104418586,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1292,-0.230338101,289,-0.124848776,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1253,-0.607029763,289,-0.523237485,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1321,0.049765956,289,0.171388982,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1308,-0.075797931,290,-0.01878718,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1176,-1.350754326,291,-1.424473101,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1325,0.088400998,291,0.09748172,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1415,0.957689449,292,0.959421081,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1225,-0.877475059,292,-0.981357089,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1293,-0.22067934,293,-0.344157038,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1302,-0.133750495,293,-0.25222114,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1194,-1.176896636,293,-1.355451921,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1418,0.986665731,294,0.875417809,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1219,-0.935427622,294,-1.157545425,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1190,-1.215531678,295,-1.511356483,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1496,1.740049055,296,1.557875304,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1238,-0.751911171,298,-1.193728296,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1472,1.508238802,298,1.198281528,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1313,-0.027504129,302,-0.657480931,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
2,19122019,1,2019,12,19,31,1,2,A,1325,0.088400998,302,-0.534675885,1,25.40567936,2.159480518,23.24619884,7.803790014,0.352433128,2.894681743,7.052514121,0.328146055,0.432329005
33,21122019,1,2019,12,21,33,1,2,A,1327,0.107718519,276,0.982010401,1,25.1126111,1.045299088,24.06731201,5.664936002,0.06480797,4.987380766,3.472255723,0.136236795,0.483258648
33,21122019,1,2019,12,21,33,1,2,A,1524,2.010494351,285,2.475808115,1,25.1126111,1.045299088,24.06731201,5.664936002,0.06480797,4.987380766,3.472255723,0.136236795,0.483258648
33,21122019,1,2019,12,21,33,1,2,A,1622,2.957052887,288,3.303770009,1,25.1126111,1.045299088,24.06731201,5.664936002,0.06480797,4.987380766,3.472255723,0.136236795,0.483258648
33,21122019,1,2019,12,21,33,1,2,A,1237,-0.761569932,295,-1.03115703,1,25.1126111,1.045299088,24.06731201,5.664936002,0.06480797,4.987380766,3.472255723,0.136236795,0.483258648
33,21122019,1,2019,12,21,33,1,2,A,1415,0.957689449,296,0.730181493,1,25.1126111,1.045299088,24.06731201,5.664936002,0.06480797,4.987380766,3.472255723,0.136236795,0.483258648
36,21122019,1,2019,12,21,33,1,2,A,1332,0.156012322,287,0.398590949,1,32.64208132,0.98739845,31.65468287,10.72788363,0.14104328,9.125668894,2.836749274,0.130921013,1.272636281
36,21122019,1,2019,12,21,33,1,2,A,1228,-0.848498777,292,-0.950713223,1,32.64208132,0.98739845,31.65468287,10.72788363,0.14104328,9.125668894,2.836749274,0.130921013,1.272636281
37,21122019,1,2019,12,21,33,1,2,A,1360,0.426457618,286,0.742162324,1,35.57661551,2.039445716,33.5371698,10.36596485,0.115610289,9.775944939,4.554478802,0.167876835,0.802110043
37,21122019,1,2019,12,21,33,1,2,A,1366,0.484410181,290,0.573660757,1,35.57661551,2.039445716,33.5371698,10.36596485,0.115610289,9.775944939,4.554478802,0.167876835,0.802110043
41,22122019,1,2019,12,22,34,1,2,A,1366,0.484410181,285,0.861019787,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1300,-0.153068016,285,0.186487954,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1328,0.11737728,286,0.415172554,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1283,-0.317266946,288,-0.159416214,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1478,1.566191365,290,1.71769815,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1321,0.049765956,293,-0.058134243,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1362,0.445775139,293,0.360684849,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1344,0.271917449,296,0.004672103,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
41,22122019,1,2019,12,22,34,1,2,A,1189,-1.225190439,296,-1.579186425,1,20.16406419,5.96806287,14.19600132,3.653597083,0.101763793,2.044124877,6.901316743,0.257099203,0.583048917
61,22122019,1,2019,12,22,34,1,2,A,1294,-0.211020579,300,-0.736491046,1,25.24620592,1.271840505,23.97436541,8.845014731,0.252897508,2.598334884,6.978125011,0.307551381,0.327095631
5,23122019,1,2019,12,23,35,1,2,A,1251,-0.626347284,285,-0.314300831,1,25.63479909,2.305807748,23.32899135,7.951199499,0.34784946,2.930173338,6.854779782,0.334002964,0.435543939
5,23122019,1,2019,12,23,35,1,2,A,1395,0.764514238,297,0.468493332,1,25.63479909,2.305807748,23.32899135,7.951199499,0.34784946,2.930173338,6.854779782,0.334002964,0.435543939
12,23122019,1,2019,12,23,35,1,2,A,1147,-1.630858383,283,-1.262931241,1,24.95778498,3.351807118,21.60597787,5.886034314,0.464000877,5.147968296,6.204217257,0.334798739,0.293800377
12,23122019,1,2019,12,23,35,1,2,A,1159,-1.514953256,284,-1.197390246,1,24.95778498,3.351807118,21.60597787,5.886034314,0.464000877,5.147968296,6.204217257,0.334798739,0.293800377
12,23122019,1,2019,12,23,35,1,2,A,1505,1.8269779,288,2.108511047,1,24.95778498,3.351807118,21.60597787,5.886034314,0.464000877,5.147968296,6.204217257,0.334798739,0.293800377
12,23122019,1,2019,12,23,35,1,2,A,1294,-0.211020579,291,-0.219166598,1,24.95778498,3.351807118,21.60597787,5.886034314,0.464000877,5.147968296,6.204217257,0.334798739,0.293800377
